TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,LAT,LON,NEIGHBOURHOOD
Theft of Bicycle,2018,10,24,18.0,0.0,49.272978086575286,-123.05674619575822,Grandview-Woodland
Mischief,2018,8,27,11.0,3.0,49.281318713513436,-123.09975030805472,Central Business District
Mischief,2018,12,24,19.0,38.0,49.281318713513436,-123.09975030805472,Central Business District
Other Theft,2018,12,12,19.0,47.0,49.23348081093604,-123.06554846401578,Kensington-Cedar Cottage
Other Theft,2018,1,7,19.0,27.0,49.28230884872042,-123.11830259850626,Central Business District
Theft from Vehicle,2018,11,8,17.0,0.0,49.267525995446555,-123.1303233389197,Fairview
Mischief,2018,5,17,12.0,57.0,49.28085475567624,-123.09963043985522,Strathcona
Mischief,2018,10,23,16.0,30.0,49.28417922980062,-123.13072761779082,West End
Mischief,2018,11,10,17.0,0.0,49.28085475567624,-123.09963043985522,Strathcona
Mischief,2018,8,6,8.0,9.0,49.268038306594775,-123.15022593768157,Kitsilano
Mischief,2018,4,9,22.0,0.0,49.2846811270212,-123.13131251499716,West End
Theft of Vehicle,2018,1,5,18.0,0.0,49.2380231953061,-123.09693756416877,Riley Park
Mischief,2018,12,20,17.0,0.0,49.27025918200625,-123.07534672173063,Grandview-Woodland
Theft from Vehicle,2018,4,23,18.0,0.0,49.2864761446397,-123.12209628777211,Central Business District
Mischief,2018,12,17,16.0,36.0,49.26803614809564,-123.15008723544464,Kitsilano
Theft of Bicycle,2018,9,8,16.0,0.0,49.27267621508267,-123.1581906822993,Kitsilano
Theft from Vehicle,2018,8,21,20.0,45.0,49.218046411548556,-123.18406900306587,Kerrisdale
Theft from Vehicle,2018,6,8,18.0,0.0,49.28917312941452,-123.13257818998098,West End
Break and Enter Residential/Other,2018,9,22,14.0,49.0,49.24735845793261,-123.16073716710765,Arbutus Ridge
Break and Enter Residential/Other,2018,5,17,12.0,0.0,49.24557476329606,-123.02386405835358,Renfrew-Collingwood
Break and Enter Residential/Other,2018,8,23,8.0,15.0,49.24736651613203,-123.17852899805018,Dunbar-Southlands
Theft from Vehicle,2018,6,28,17.0,50.0,49.2864761446397,-123.12209628777211,Central Business District
Mischief,2018,12,21,12.0,0.0,49.27025918200625,-123.07534672173063,Grandview-Woodland
Theft from Vehicle,2018,1,6,17.0,0.0,49.267169333831276,-123.12976556474965,Fairview
Theft from Vehicle,2018,1,23,22.0,30.0,49.24632503671011,-123.04168661663955,Renfrew-Collingwood
Break and Enter Residential/Other,2018,11,24,8.0,9.0,49.264653694012004,-123.20279808633921,West Point Grey
Break and Enter Residential/Other,2018,11,4,8.0,59.0,49.2653968267816,-123.20102594858844,West Point Grey
Mischief,2018,2,22,21.0,0.0,49.28116977019139,-123.09962653711943,Strathcona
Other Theft,2018,4,13,10.0,57.0,49.28383090073843,-123.12356625763654,West End
Other Theft,2018,6,6,10.0,45.0,49.28383090073843,-123.12356625763654,West End
Mischief,2018,2,2,20.0,0.0,49.2837782429571,-123.10960455694429,Central Business District
Theft from Vehicle,2018,9,13,23.0,5.0,49.27817149862864,-123.11493239015856,Central Business District
Break and Enter Residential/Other,2018,5,18,3.0,15.0,49.259131235600464,-123.2020429352786,West Point Grey
Theft from Vehicle,2018,8,9,10.0,0.0,49.27817149862864,-123.11493239015856,Central Business District
Theft from Vehicle,2018,1,11,21.0,30.0,49.26683726245604,-123.07059367183231,Grandview-Woodland
Theft from Vehicle,2018,4,17,17.0,30.0,49.27817149862864,-123.11493239015856,Central Business District
Theft from Vehicle,2018,4,16,23.0,14.0,49.27817149862864,-123.11493239015856,Central Business District
Theft from Vehicle,2018,4,1,7.0,58.0,49.27817149862864,-123.11493239015856,Central Business District
Theft from Vehicle,2018,1,13,18.0,15.0,49.27817149862864,-123.11493239015856,Central Business District
Other Theft,2018,9,5,11.0,4.0,49.28383090073843,-123.12356625763654,West End
Other Theft,2018,1,2,14.0,2.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,1,5,14.0,22.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,1,6,13.0,1.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,1,6,15.0,11.0,49.284414861308555,-123.11238286220131,Central Business District
Mischief,2018,8,17,18.0,0.0,49.26802703319834,-123.14948568926555,Kitsilano
Theft of Vehicle,2018,3,10,19.0,15.0,49.212983049270036,-123.1300984762684,Marpole
Mischief,2018,10,10,8.0,7.0,49.2837782429571,-123.10960455694429,Central Business District
Theft from Vehicle,2018,12,15,20.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Theft of Bicycle,2018,6,4,16.0,30.0,49.272666068294164,-123.15751923939978,Kitsilano
Theft of Bicycle,2018,6,11,19.0,0.0,49.272666068294164,-123.15751923939978,Kitsilano
Theft of Bicycle,2018,7,29,15.0,0.0,49.272666068294164,-123.15751923939978,Kitsilano
Theft of Bicycle,2018,7,31,16.0,0.0,49.272666068294164,-123.15751923939978,Kitsilano
Theft of Bicycle,2018,8,30,18.0,20.0,49.272666068294164,-123.15751923939978,Kitsilano
Other Theft,2018,1,6,15.0,45.0,49.284414861308555,-123.11238286220131,Central Business District
Theft of Bicycle,2018,6,7,14.0,30.0,49.27258244124298,-123.15743250374476,Kitsilano
Theft from Vehicle,2018,11,7,18.0,26.0,49.284897796264346,-123.11834536856583,Central Business District
Theft of Bicycle,2018,4,15,0.0,0.0,49.264745772158086,-123.14815145178186,Kitsilano
Break and Enter Residential/Other,2018,4,1,9.0,18.0,49.262752684388985,-123.20092257043973,West Point Grey
Other Theft,2018,1,8,17.0,0.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,1,9,15.0,45.0,49.284414861308555,-123.11238286220131,Central Business District
Theft of Bicycle,2018,8,11,18.0,0.0,49.268559481033,-123.05744753462972,Grandview-Woodland
Other Theft,2018,1,9,16.0,55.0,49.284414861308555,-123.11238286220131,Central Business District
Theft of Bicycle,2018,5,9,10.0,45.0,49.237358633298264,-123.05767633309691,Renfrew-Collingwood
Mischief,2018,12,27,0.0,29.0,49.2837782429571,-123.10960455694429,Central Business District
Mischief,2018,12,27,3.0,30.0,49.2837782429571,-123.10960455694429,Central Business District
Theft of Bicycle,2018,4,2,14.0,1.0,49.22495563250877,-123.05782258261088,Victoria-Fraserview
Other Theft,2018,9,21,19.0,25.0,49.28137269964976,-123.11972027615056,Central Business District
Theft from Vehicle,2018,12,3,20.0,0.0,49.27931473533981,-123.06559887452102,Grandview-Woodland
Other Theft,2018,1,11,13.0,48.0,49.284414861308555,-123.11238286220131,Central Business District
Theft from Vehicle,2018,9,28,23.0,40.0,49.284897796264346,-123.11834536856583,Central Business District
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,15,4.0,45.0,49.266140951880644,-123.13606496312403,Fairview
Other Theft,2018,1,13,14.0,8.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,1,13,14.0,36.0,49.284414861308555,-123.11238286220131,Central Business District
Theft from Vehicle,2018,7,30,9.0,0.0,49.278123300729135,-123.1151870407557,Central Business District
Other Theft,2018,12,2,10.0,25.0,49.28383090073843,-123.12356625763654,West End
Theft from Vehicle,2018,9,3,22.0,30.0,49.284897796264346,-123.11834536856583,Central Business District
Break and Enter Residential/Other,2018,5,22,18.0,35.0,49.24076826205057,-123.13927168723852,Shaughnessy
Theft from Vehicle,2018,10,10,16.0,0.0,49.27808059702953,-123.11525375971658,Central Business District
Theft from Vehicle,2018,8,2,18.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Theft from Vehicle,2018,6,4,9.0,45.0,49.27808059702953,-123.11525375971658,Central Business District
Theft from Vehicle,2018,1,3,13.0,21.0,49.27808059702953,-123.11525375971658,Central Business District
Other Theft,2018,9,18,13.0,5.0,49.28137269964976,-123.11972027615056,Central Business District
Theft from Vehicle,2018,10,17,0.0,0.0,49.23027812803003,-123.06198621618483,Victoria-Fraserview
Theft of Bicycle,2018,9,6,10.0,51.0,49.263124859400634,-123.03047193453165,Hastings-Sunrise
Theft of Bicycle,2018,8,21,16.0,0.0,49.21587636548886,-123.05920215616912,Victoria-Fraserview
Break and Enter Residential/Other,2018,8,15,0.0,0.0,49.23860824378014,-123.0620338694867,Kensington-Cedar Cottage
Break and Enter Residential/Other,2018,2,21,10.0,52.0,49.23837652571835,-123.06203495304031,Kensington-Cedar Cottage
Theft from Vehicle,2018,8,29,19.0,30.0,49.27801645159308,-123.11535370024617,Central Business District
Theft from Vehicle,2018,11,4,19.0,30.0,49.28298722292568,-123.10738437754455,Central Business District
Theft from Vehicle,2018,5,17,19.0,45.0,49.27801645159308,-123.11535370024617,Central Business District
Theft from Vehicle,2018,5,26,19.0,45.0,49.283892315943056,-123.10641364961545,Central Business District
Theft of Bicycle,2018,11,5,23.0,0.0,49.26569285436293,-123.16833183657128,Kitsilano
Theft from Vehicle,2018,4,28,10.0,45.0,49.27801645159308,-123.11535370024617,Central Business District
Theft from Vehicle,2018,7,2,20.0,0.0,49.22936250373749,-123.04948913572024,Victoria-Fraserview
Theft from Vehicle,2018,3,25,19.0,40.0,49.27801645159308,-123.11535370024617,Central Business District
Theft from Vehicle,2018,1,16,14.0,37.0,49.27801645159308,-123.11535370024617,Central Business District
Theft of Bicycle,2018,5,15,23.0,0.0,49.264259608434564,-123.1007805894516,Mount Pleasant
Mischief,2018,2,17,9.0,3.0,49.288013443017135,-123.1243514641357,Central Business District
Theft of Bicycle,2018,4,23,20.0,52.0,49.26527364762976,-123.15042042193662,Kitsilano
Theft of Bicycle,2018,8,26,20.0,0.0,49.24852069745869,-123.15933350703696,Arbutus Ridge
Theft from Vehicle,2018,7,15,13.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Mischief,2018,5,5,3.0,27.0,49.28822759805318,-123.12487043300386,Central Business District
Mischief,2018,4,17,16.0,0.0,49.28822759805318,-123.12487043300386,Central Business District
Theft from Vehicle,2018,6,19,20.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Mischief,2018,3,2,16.0,0.0,49.280802079370595,-123.13495364414428,West End
Break and Enter Residential/Other,2018,9,19,16.0,0.0,49.24791498096392,-123.12992724611381,Shaughnessy
Theft of Bicycle,2018,6,20,18.0,30.0,49.285655945070815,-123.05682317163318,Grandview-Woodland
Mischief,2018,9,1,18.0,0.0,49.25342819645713,-123.13398702546193,Shaughnessy
Theft of Bicycle,2018,6,2,15.0,0.0,49.27572247605116,-123.05773933643034,Grandview-Woodland
Theft of Bicycle,2018,7,10,19.0,4.0,49.27572020139733,-123.0576109275968,Grandview-Woodland
Theft from Vehicle,2018,6,19,11.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Theft of Bicycle,2018,12,5,19.0,15.0,49.264375502512834,-123.09897008092939,Mount Pleasant
Theft from Vehicle,2018,5,31,21.0,30.0,49.284897796264346,-123.11834536856583,Central Business District
Mischief,2018,2,8,23.0,9.0,49.283524761730334,-123.10922160326426,Central Business District
Theft of Bicycle,2018,6,16,20.0,0.0,49.2642636025735,-123.09290290084124,Mount Pleasant
Theft of Bicycle,2018,12,29,23.0,0.0,49.2642636025735,-123.09290290084124,Mount Pleasant
Theft from Vehicle,2018,6,23,20.0,12.0,49.282974875904,-123.10731298821256,Central Business District
Mischief,2018,3,30,1.0,17.0,49.28131810231757,-123.0996246359993,Strathcona
Mischief,2018,4,7,1.0,9.0,49.28131810231757,-123.0996246359993,Strathcona
Break and Enter Residential/Other,2018,9,25,10.0,40.0,49.24665008917784,-123.07615029942927,Kensington-Cedar Cottage
Theft of Bicycle,2018,3,2,0.0,0.0,49.27906880851319,-123.05767023607827,Grandview-Woodland
Mischief,2018,4,14,19.0,0.0,49.28131810231757,-123.0996246359993,Strathcona
Break and Enter Residential/Other,2018,8,30,21.0,0.0,49.24635958961734,-123.04704490499283,Renfrew-Collingwood
Theft from Vehicle,2018,11,19,15.0,30.0,49.27940881385513,-123.07268290201691,Grandview-Woodland
Break and Enter Residential/Other,2018,4,10,0.0,0.0,49.24753981057903,-123.13454584194042,Shaughnessy
Theft from Vehicle,2018,5,26,23.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Mischief,2018,5,4,16.0,39.0,49.28131810231757,-123.0996246359993,Strathcona
Break and Enter Residential/Other,2018,9,7,13.0,0.0,49.24877356300276,-123.18815723795666,Dunbar-Southlands
Break and Enter Residential/Other,2018,11,4,23.0,6.0,49.24777839907753,-123.13922338967186,Shaughnessy
Mischief,2018,3,30,12.0,0.0,49.27322604755529,-123.12678756535064,Central Business District
Theft from Vehicle,2018,5,7,17.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Mischief,2018,10,16,23.0,5.0,49.28303735196899,-123.09359789032342,Strathcona
Mischief,2018,11,2,15.0,49.0,49.28303735196899,-123.09359789032342,Strathcona
Theft from Vehicle,2018,4,1,14.0,56.0,49.284897796264346,-123.11834536856583,Central Business District
Mischief,2018,3,12,10.0,0.0,49.28117953443818,-123.09140517825628,Strathcona
Mischief,2018,2,17,16.0,48.0,49.276653870553766,-123.09552981269229,Strathcona
Mischief,2018,10,28,20.0,0.0,49.27663268135477,-123.09372421538383,Strathcona
Mischief,2018,1,20,19.0,0.0,49.2806963379254,-123.08252837982917,Strathcona
Other Theft,2018,1,14,12.0,50.0,49.284414861308555,-123.11238286220131,Central Business District
Break and Enter Residential/Other,2018,4,7,8.0,16.0,49.24681115496957,-123.05810380058499,Kensington-Cedar Cottage
Theft from Vehicle,2018,2,6,18.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Theft from Vehicle,2018,10,10,15.0,30.0,49.27159367541215,-123.15967146767784,Kitsilano
Break and Enter Residential/Other,2018,1,24,16.0,32.0,49.24722197979407,-123.06642554434752,Kensington-Cedar Cottage
Theft of Bicycle,2018,8,29,18.0,0.0,49.27003646517968,-123.15872962408764,Kitsilano
Theft from Vehicle,2018,2,5,16.0,30.0,49.284897796264346,-123.11834536856583,Central Business District
Theft from Vehicle,2018,8,15,21.0,0.0,49.2815740375153,-123.12337293644248,Central Business District
Other Theft,2018,1,14,16.0,56.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,1,18,19.0,0.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,1,26,12.0,45.0,49.284414861308555,-123.11238286220131,Central Business District
Theft of Bicycle,2018,11,7,0.0,0.0,49.270024949377124,-123.15800913784817,Kitsilano
Theft from Vehicle,2018,3,13,9.0,45.0,49.27776067964417,-123.11575236178506,Central Business District
Theft from Vehicle,2018,1,19,19.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Mischief,2018,11,3,2.0,58.0,49.283524761730334,-123.10922160326426,Central Business District
Theft from Vehicle,2018,11,13,20.0,0.0,49.277501483076804,-123.11597695536629,Central Business District
Theft from Vehicle,2018,12,11,19.0,0.0,49.28593257244516,-123.12693248678885,West End
Theft from Vehicle,2018,11,20,12.0,30.0,49.28593257244516,-123.12693248678885,West End
Theft from Vehicle,2018,9,15,19.0,40.0,49.28593257244516,-123.12693248678885,West End
Theft from Vehicle,2018,1,10,8.0,0.0,49.284897796264346,-123.11834536856583,Central Business District
Break and Enter Residential/Other,2018,9,14,15.0,34.0,49.26540973966522,-123.19665876047392,West Point Grey
Theft of Bicycle,2018,1,10,16.0,0.0,49.2690603777447,-123.15808688471775,Kitsilano
Break and Enter Residential/Other,2018,9,4,18.0,42.0,49.26540973966522,-123.19665876047392,West Point Grey
Theft from Vehicle,2018,4,16,1.0,15.0,49.28593257244516,-123.12693248678885,West End
Theft from Vehicle,2018,12,1,15.0,0.0,49.27940881385513,-123.07268290201691,Grandview-Woodland
Theft from Vehicle,2018,1,12,8.0,30.0,49.28593257244516,-123.12693248678885,West End
Mischief,2018,8,24,19.0,7.0,49.28096071278837,-123.08239311399196,Strathcona
Break and Enter Residential/Other,2018,1,3,11.0,41.0,49.26869264006641,-123.19943435089392,West Point Grey
Theft of Bicycle,2018,5,19,22.0,0.0,49.268286845301525,-123.15968237714578,Kitsilano
Other Theft,2018,11,14,21.0,40.0,49.283755017220756,-123.12344864112721,West End
Theft of Bicycle,2018,3,10,11.0,0.0,49.26819615114211,-123.15937293913693,Kitsilano
Break and Enter Residential/Other,2018,4,20,0.0,0.0,49.25913879666461,-123.19824937823365,West Point Grey
Other Theft,2018,11,28,21.0,34.0,49.283755017220756,-123.12344864112721,West End
Mischief,2018,1,7,12.0,16.0,49.280018363792145,-123.11763935873934,Central Business District
Theft from Vehicle,2018,9,1,1.0,15.0,49.28527776739894,-123.11584503559435,Central Business District
Mischief,2018,2,19,18.0,18.0,49.279907448698694,-123.11746695553931,Central Business District
Theft from Vehicle,2018,11,8,18.0,30.0,49.28527776739894,-123.11584503559435,Central Business District
Theft from Vehicle,2018,12,15,17.0,0.0,49.28527776739894,-123.11584503559435,Central Business District
Mischief,2018,4,21,19.0,0.0,49.27971363830525,-123.11716593994568,Central Business District
Other Theft,2018,12,5,21.0,47.0,49.283755017220756,-123.12344864112721,West End
Theft from Vehicle,2018,12,13,20.0,0.0,49.22841121577271,-123.05163425640912,Victoria-Fraserview
Theft from Vehicle,2018,1,15,21.0,30.0,49.208590646683106,-123.1353458476323,Marpole
Mischief,2018,8,20,16.0,0.0,49.21096570031271,-123.09531901610417,Sunset
Theft of Bicycle,2018,9,18,6.0,0.0,49.2674154398463,-123.15951612875246,Kitsilano
Theft from Vehicle,2018,9,2,1.0,30.0,49.2815740375153,-123.12337293644248,Central Business District
Other Theft,2018,9,17,13.0,48.0,49.28137269964976,-123.11972027615056,Central Business District
Mischief,2018,2,7,22.0,0.0,49.28442150988386,-123.11331199229198,Central Business District
Mischief,2018,4,20,7.0,22.0,49.28442150988386,-123.11331199229198,Central Business District
Mischief,2018,4,28,11.0,58.0,49.28442150988386,-123.11331199229198,Central Business District
Mischief,2018,5,12,18.0,0.0,49.28442150988386,-123.11331199229198,Central Business District
Mischief,2018,7,1,14.0,0.0,49.28442150988386,-123.11331199229198,Central Business District
Mischief,2018,9,6,8.0,49.0,49.28442150988386,-123.11331199229198,Central Business District
Mischief,2018,9,13,15.0,0.0,49.28442150988386,-123.11331199229198,Central Business District
Other Theft,2018,1,30,12.0,0.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,2,1,15.0,34.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,2,2,12.0,23.0,49.284414861308555,-123.11238286220131,Central Business District
Break and Enter Residential/Other,2018,4,4,11.0,33.0,49.22741321818874,-123.1992860089513,Musqueam
Break and Enter Residential/Other,2018,3,8,11.0,0.0,49.24065465892499,-123.14865033639255,Arbutus Ridge
Other Theft,2018,2,2,18.0,21.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,2,2,19.0,9.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,2,3,14.0,57.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,2,7,11.0,25.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,2,7,18.0,12.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,2,9,14.0,21.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,2,9,17.0,29.0,49.284414861308555,-123.11238286220131,Central Business District
Other Theft,2018,9,13,16.0,55.0,49.28137269964976,-123.11972027615056,Central Business District
Theft of Bicycle,2018,3,28,21.0,0.0,49.264276589267254,-123.13125822497712,Fairview
Other Theft,2018,5,2,15.0,42.0,49.28362066079754,-123.12341915533666,West End
Break and Enter Residential/Other,2018,8,20,9.0,26.0,49.23513097283743,-123.19886868874472,Musqueam
Other Theft,2018,9,12,17.0,1.0,49.28137269964976,-123.11972027615056,Central Business District
Theft from Vehicle,2018,2,19,19.0,0.0,49.28582605452136,-123.12710987367333,West End
Break and Enter Residential/Other,2018,12,2,1.0,0.0,49.24728320302482,-123.03370937915916,Renfrew-Collingwood
Theft from Vehicle,2018,12,19,6.0,30.0,49.24661418060881,-123.13448616881327,Shaughnessy
Other Theft,2018,9,11,16.0,39.0,49.28137269964976,-123.11972027615056,Central Business District
Mischief,2018,9,25,19.0,45.0,49.28442150988386,-123.11331199229198,Central Business District
Mischief,2018,10,23,16.0,0.0,49.28442150988386,-123.11331199229198,Central Business District
Theft of Bicycle,2018,4,1,12.0,0.0,49.26445442180008,-123.17786023611181,Kitsilano
Mischief,2018,12,6,18.0,30.0,49.28442150988386,-123.11331199229198,Central Business District
Theft of Bicycle,2018,6,10,15.0,0.0,49.26338935745607,-123.09706228791077,Mount Pleasant
Mischief,2018,6,2,17.0,58.0,49.27490661653775,-123.06979406892565,Grandview-Woodland
Mischief,2018,2,14,20.0,47.0,49.2802341504304,-123.11478497924385,Central Business District
Theft of Bicycle,2018,1,15,10.0,0.0,49.26384410767412,-123.11495711385012,Fairview
Mischief,2018,9,30,4.0,19.0,49.2802341504304,-123.11478497924385,Central Business District
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,25,21.0,4.0,49.27420430969181,-123.12485537744999,Central Business District
Theft of Bicycle,2018,7,24,0.0,30.0,49.286770350357436,-123.0562844482748,Hastings-Sunrise
Theft from Vehicle,2018,1,11,18.0,16.0,49.23786966600009,-123.13469307705253,Shaughnessy
Theft from Vehicle,2018,9,28,20.0,0.0,49.23786966600009,-123.13469307705253,Shaughnessy
Theft of Bicycle,2018,7,9,19.0,30.0,49.26270904575306,-123.09110221870351,Mount Pleasant
Theft of Bicycle,2018,7,14,16.0,9.0,49.26270904575306,-123.09110221870351,Mount Pleasant
Mischief,2018,10,18,22.0,33.0,49.2802341504304,-123.11478497924385,Central Business District
Mischief,2018,10,28,2.0,37.0,49.2802341504304,-123.11478497924385,Central Business District
Theft from Vehicle,2018,9,3,1.0,0.0,49.228480964487275,-123.04949828169187,Killarney
Mischief,2018,3,31,6.0,39.0,49.284388712140675,-123.11318486346478,Central Business District
Mischief,2018,7,9,16.0,39.0,49.284388712140675,-123.11318486346478,Central Business District
Break and Enter Residential/Other,2018,9,30,14.0,0.0,49.24106754488346,-123.18202235252461,Dunbar-Southlands
Theft of Bicycle,2018,8,9,15.0,42.0,49.27272936693815,-123.16170668857956,Kitsilano
Theft of Bicycle,2018,7,22,20.0,0.0,49.27263520069411,-123.16092389387882,Kitsilano
Theft from Vehicle,2018,9,6,17.0,30.0,49.267676061610466,-123.09818561455575,Mount Pleasant
Theft of Bicycle,2018,7,30,20.0,15.0,49.27571407848454,-123.09975811525409,Strathcona
Theft of Bicycle,2018,9,19,18.0,0.0,49.26796600878987,-123.14571213548182,Kitsilano
Mischief,2018,12,22,9.0,36.0,49.296941988652485,-123.1346713252511,Stanley Park
Theft from Vehicle,2018,11,28,14.0,0.0,49.28480652605491,-123.128748926951,West End
Theft from Vehicle,2018,12,9,0.0,0.0,49.28027152531856,-123.09347386241679,Strathcona
Mischief,2018,10,8,16.0,30.0,49.21015287443069,-123.11678756143958,Marpole
Theft of Bicycle,2018,8,8,21.0,0.0,49.25058120467026,-123.05579259110718,Renfrew-Collingwood
Theft of Bicycle,2018,8,21,15.0,30.0,49.24966381865648,-123.05608767045813,Renfrew-Collingwood
Mischief,2018,3,29,23.0,45.0,49.21030537358362,-123.1164023867358,Marpole
Mischief,2018,10,2,19.0,0.0,49.21038166765394,-123.11620979860027,Marpole
Other Theft,2018,2,9,18.0,0.0,49.284414861308555,-123.11238286220131,Central Business District
Theft from Vehicle,2018,11,11,16.0,55.0,49.28172603508896,-123.11347534956923,Central Business District
Other Theft,2018,2,12,14.0,17.0,49.284414861308555,-123.11238286220131,Central Business District
Mischief,2018,5,3,23.0,55.0,49.27992777630059,-123.11432958356174,Central Business District
Theft from Vehicle,2018,11,9,16.0,30.0,49.2815740375153,-123.12337293644248,Central Business District
Theft from Vehicle,2018,2,21,0.0,0.0,49.246903387528434,-123.05659072457047,Renfrew-Collingwood
Mischief,2018,11,10,9.0,10.0,49.27992777630059,-123.11432958356174,Central Business District
Theft from Vehicle,2018,11,1,21.0,30.0,49.28172603508896,-123.11347534956923,Central Business District
Theft from Vehicle,2018,12,4,19.0,0.0,49.283241929199704,-123.12277621892174,Central Business District
Theft from Vehicle,2018,11,4,13.0,2.0,49.283241929199704,-123.12277621892174,Central Business District
Theft of Bicycle,2018,12,9,14.0,30.0,49.26763129951779,-123.0559135323712,Hastings-Sunrise
Theft of Bicycle,2018,7,18,0.0,0.0,49.26762228559567,-123.05539214647055,Hastings-Sunrise
Theft from Vehicle,2018,10,12,18.0,0.0,49.283241929199704,-123.12277621892174,Central Business District
Theft from Vehicle,2018,9,23,9.0,4.0,49.283241929199704,-123.12277621892174,Central Business District
Theft of Bicycle,2018,1,8,21.0,51.0,49.266724215467285,-123.05555759894571,Hastings-Sunrise
Theft from Vehicle,2018,9,22,22.0,0.0,49.283241929199704,-123.12277621892174,Central Business District
Theft from Vehicle,2018,9,23,16.0,0.0,49.28172603508896,-123.11347534956923,Central Business District
Break and Enter Residential/Other,2018,3,25,1.0,42.0,49.24808721027524,-123.06057127156853,Kensington-Cedar Cottage
Theft from Vehicle,2018,5,29,16.0,0.0,49.271635917791755,-123.15257410207047,Kitsilano
Theft from Vehicle,2018,7,22,18.0,10.0,49.283241929199704,-123.12277621892174,Central Business District
Theft from Vehicle,2018,6,6,21.0,44.0,49.283241929199704,-123.12277621892174,Central Business District
